Cliente;Cidade;Bairro;Estado;LimiteCredito;PrecoTabela;PrecoVenda;Pedido;CondicaoPagamento;TipoCliente;GrupoProduto;DataPedido;AnoPedido;MesPedido;DiaPedido;DiaSemana;TipoPedido;Quantidade;Valor;Produto
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;3.0;3.0;b'uT9ZdQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Bonificado;3.0;9.0;b'qvmbyw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.47;2.47;b'uT9ZdQ';ED21 -14,21,28;PEQUENO;FARMACIA;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Bonificado;3.0;7.41;b'xJv5LA'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;6.36;6.36;b'uT9ZdQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Bonificado;6.0;38.16;b'390Qwg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.63;5.63;b'uT9ZdQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Bonificado;6.0;33.78;b'JDuM9g'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.03;4.28;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;12.84;b'XQjDqg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;20.68;20.68;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;1.0;20.68;b'9J2ktw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.62;2.62;b'mD0xlQ';ED21 -14,21,28;PEQUENO;HIGIENE ORAL;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;12.0;31.44;b'Q2DWVQ'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;4.91;4.91;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;14.73;b'hwsSCQ'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;4.91;4.91;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;14.73;b'IAwEbA'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;11.95;11.95;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;2.0;23.9;b'PjLj2g'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;41.47;41.47;b'mD0xlQ';ED21 -14,21,28;PEQUENO;HIGIENE ORAL;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;1.0;41.47;b'DwiYDA'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;4.49;4.49;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;13.47;b'QoTYvQ'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.19;2.19;b'mD0xlQ';ED21 -14,21,28;PEQUENO;ABSORVENTES/USO PESSOAL INTIMO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;12.0;26.28;b'hgL.HA'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;6.89;6.89;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;20.67;b's3Uxfg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;9.99;9.99;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;1.0;9.99;b'DXrJZw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;9.99;9.99;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;2.0;19.98;b'.pxmsw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;9.69;9.69;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;29.07;b'pDxObg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;9.69;9.69;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;6.0;58.14;b'WSp0NQ'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;11.95;11.95;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;2.0;23.9;b'AV9Gcg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;6.89;6.89;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;20.67;b'O9Tjrw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;9.99;9.99;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;2.0;19.98;b'xNAzsw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.95;2.95;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;8.85;b'gpFIwQ'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.14;2.14;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;6.42;b'7p2W3Q'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;8.42;8.42;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;25.26;b'1Yl0.A'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.63;5.63;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;6.0;33.78;b'JDuM9g'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.63;5.63;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;16.89;b'PUClNQ'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.63;5.63;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;6.0;33.78;b'26k8Zg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.63;5.63;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;16.89;b'FBb6sg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;11.95;11.95;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;2.0;23.9;b'Z1J6tw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;4.49;4.49;b'mD0xlQ';ED21 -14,21,28;PEQUENO;LINHA INFANTIL/KIDS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;13.47;b'ekSGOQ'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;4.49;4.49;b'mD0xlQ';ED21 -14,21,28;PEQUENO;LINHA INFANTIL/KIDS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;13.47;b'TUHxAg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.01;5.01;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;6.0;30.06;b'rzSOBw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.32;5.32;b'mD0xlQ';ED21 -14,21,28;PEQUENO;ABSORVENTES/USO PESSOAL INTIMO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;6.0;31.92;b'wZb7Jw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.43;2.43;b'mD0xlQ';ED21 -14,21,28;PEQUENO;ABSORVENTES/USO PESSOAL INTIMO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;12.0;29.16;b'6AMQxA'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;21.12;21.12;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;1.0;21.12;b'3Gc5EQ'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.03;4.28;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;12.84;b'dQ7RJw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;6.32;6.32;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;18.96;b'6qhJOg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;6.44;6.44;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;19.32;b'CBnquA'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;8.23;8.23;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;24.69;b'lwUK.A'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;16.0;16.0;b'mD0xlQ';ED21 -14,21,28;PEQUENO;ABSORVENTES/USO PESSOAL INTIMO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;1.0;16.0;b'u3csdQ'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;21.12;21.12;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;1.0;21.12;b'bx8yJg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.63;5.63;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;16.89;b'p8DcdA'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.63;5.63;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;16.89;b'2BmGWg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.52;2.52;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;7.56;b'q3xkhg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;6.45;6.45;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;19.35;b'8KZ4tA'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.47;2.47;b'mD0xlQ';ED21 -14,21,28;PEQUENO;FARMACIA;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;7.41;b'dwYXyA'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.47;2.47;b'mD0xlQ';ED21 -14,21,28;PEQUENO;FARMACIA;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;6.0;14.82;b'WPM3bQ'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;14.13;14.13;b'mD0xlQ';ED21 -14,21,28;PEQUENO;LINHA INFANTIL/KIDS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;42.39;b'ZL.hcw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;0.96;0.96;b'mD0xlQ';ED21 -14,21,28;PEQUENO;FARMACIA;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;12.0;11.52;b'XxfEIw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;29.54;29.54;b'mD0xlQ';ED21 -14,21,28;PEQUENO;FARMACIA;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;1.0;29.54;b'i951oA'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.17;2.17;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;6.0;13.02;b'.NsKkw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.17;2.17;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;6.0;13.02;b's2Xcyw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;8.42;8.42;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;25.26;b'.btHYg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;8.42;8.42;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;25.26;b'tQB-Jg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.36;2.36;b'mD0xlQ';ED21 -14,21,28;PEQUENO;FARMACIA;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;7.08;b'sbrvZw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;4.38;4.38;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;13.14;b'YoDKjw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;25.17;25.17;b'mD0xlQ';ED21 -14,21,28;PEQUENO;FARMACIA;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;1.0;25.17;b'kTk.3Q'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;6.36;6.36;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;6.0;38.16;b'390Qwg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;6.36;6.36;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;6.0;38.16;b'9qbWnA'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;6.36;6.36;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;19.08;b'W1rxBw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;6.36;6.36;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;6.0;38.16;b'4uym7A'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;6.36;6.36;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;19.08;b'mO0hQw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.85;2.85;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;6.0;17.1;b'egaSBQ'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;3.89;3.89;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;11.67;b'ZgrTSg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;3.89;3.89;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;11.67;b'WHsehg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;3.89;3.89;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;11.67;b'wyx2iw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;3.89;3.89;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;11.67;b'hSeNKg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;9.07;9.07;b'mD0xlQ';ED21 -14,21,28;PEQUENO;LINHA INFANTIL/KIDS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;27.21;b'9SEnLQ'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;4.74;4.74;b'mD0xlQ';ED21 -14,21,28;PEQUENO;LINHA INFANTIL/KIDS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;14.22;b'BWJ.EQ'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.43;2.43;b'mD0xlQ';ED21 -14,21,28;PEQUENO;ABSORVENTES/USO PESSOAL INTIMO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;12.0;29.16;b'ScXHRg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.46;2.46;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;12.0;29.52;b'1Bc0Pw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;3.81;3.81;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;11.43;b'qa4RBg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;4.39;4.39;b'mD0xlQ';ED21 -14,21,28;PEQUENO;ABSORVENTES/USO PESSOAL INTIMO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;12.0;52.68;b'V1DMSg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.03;4.28;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;12.84;b'C-vVmQ'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.03;4.28;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;12.84;b'sQJdvQ'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.03;4.28;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;12.84;b'VGHfcg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.03;4.28;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;12.84;b'bPzigA'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.03;4.28;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;12.84;b'DJeoSw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;6.96;5.92;b'mD0xlQ';ED21 -14,21,28;PEQUENO;CABELOS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;17.76;b'sbVT-w'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.05;4.85;b'mD0xlQ';ED21 -14,21,28;PEQUENO;LINHA INFANTIL/KIDS;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;3.0;14.55;b'jvxpqg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.51;2.51;b'mD0xlQ';ED21 -14,21,28;PEQUENO;ABSORVENTES/USO PESSOAL INTIMO;2017-05-10 21:41:00;2017;5;10;QUARTA-FEIRA ;Faturado;12.0;30.12;b'p6.i0g'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.17;2.17;b'u.aS5w';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-04-26 17:15:00;2017;4;26;QUARTA-FEIRA ;Bonificado;3.0;6.51;b'.NsKkw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;17.48;17.48;b'Ac2mVg';ED21 -14,21,28;PEQUENO;ABSORVENTES/USO PESSOAL INTIMO;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;1.0;17.48;b'crJLJw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.39;5.39;b'Ac2mVg';ED21 -14,21,28;PEQUENO;CABELOS;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;3.0;16.17;b'-aaG0w'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.95;2.95;b'Ac2mVg';ED21 -14,21,28;PEQUENO;CABELOS;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;6.0;17.7;b'gpFIwQ'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;1.87;1.87;b'Ac2mVg';ED21 -14,21,28;PEQUENO;CABELOS;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;6.0;11.22;b'RBS3rA'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;1.14;1.14;b'Ac2mVg';ED21 -14,21,28;PEQUENO;FARMACIA;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;12.0;13.68;b'HuZvvw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;3.77;3.77;b'Ac2mVg';ED21 -14,21,28;PEQUENO;CABELOS;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;3.0;11.31;b'BhWZ4Q'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;2.14;2.14;b'Ac2mVg';ED21 -14,21,28;PEQUENO;CABELOS;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;3.0;6.42;b'7p2W3Q'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.02;5.02;b'Ac2mVg';ED21 -14,21,28;PEQUENO;CABELOS;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;3.0;15.06;b'x8otNA'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;11.73;11.73;b'Ac2mVg';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;2.0;23.46;b'eXTUSQ'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;15.11;15.11;b'Ac2mVg';ED21 -14,21,28;PEQUENO;CABELOS;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;3.0;45.33;b'ftJUqw'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;3.32;3.32;b'Ac2mVg';ED21 -14,21,28;PEQUENO;ABSORVENTES/USO PESSOAL INTIMO;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;4.0;13.28;b'AKBpTg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.63;5.63;b'Ac2mVg';ED21 -14,21,28;PEQUENO;CABELOS;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;3.0;16.89;b'L.0e6Q'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;5.63;5.63;b'Ac2mVg';ED21 -14,21,28;PEQUENO;CABELOS;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;3.0;16.89;b'JDuM9g'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;7.86;7.86;b'Ac2mVg';ED21 -14,21,28;PEQUENO;CABELOS;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;3.0;23.58;b'IgviTg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;4.18;4.18;b'Ac2mVg';ED21 -14,21,28;PEQUENO;ABSORVENTES/USO PESSOAL INTIMO;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;12.0;50.16;b'Be.gDg'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;11.0;11.0;b'Ac2mVg';ED21 -14,21,28;PEQUENO;CABELOS;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;3.0;33.0;b'4Nbo4A'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;4.18;4.18;b'Ac2mVg';ED21 -14,21,28;PEQUENO;ABSORVENTES/USO PESSOAL INTIMO;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;12.0;50.16;b'N9lj6w'
b'tINH1w';Rio de Janeiro;VILA MATILDE;RJ;8100.0;9.86;9.86;b'Ac2mVg';ED21 -14,21,28;PEQUENO;CORPO E ROSTO;2017-04-26 17:16:00;2017;4;26;QUARTA-FEIRA ;Faturado;2.0;19.72;b'kfotBg'
